epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,469.605,1.22667,0.76476,1.20054,0.51594,0.53254,0.50385,0.28488,1.61938,2.37788,1.28904,0.000847026,0.000847026,0.000847026
26,487.954,1.21477,0.76435,1.18033,0.42405,0.51957,0.41342,0.25367,1.55079,3.81368,1.29646,0.000836027,0.000836027,0.000836027
27,506.394,1.19423,0.74955,1.16992,0.53035,0.43905,0.47973,0.28038,1.4128,3.11149,1.22659,0.000825029,0.000825029,0.000825029
28,524.539,1.19979,0.74746,1.17794,0.56999,0.49949,0.47487,0.28685,1.55127,3.44418,1.27488,0.00081403,0.00081403,0.00081403
29,542.729,1.18974,0.7438,1.17241,0.47031,0.59268,0.49681,0.29093,1.4904,3.24844,1.23886,0.000803031,0.000803031,0.000803031
30,560.893,1.22687,0.73194,1.18365,0.45677,0.58036,0.48836,0.29683,1.56764,4.96489,1.28405,0.000792032,0.000792032,0.000792032
31,579.143,1.15581,0.71847,1.16216,0.48698,0.62213,0.51758,0.29419,1.51673,2.82622,1.23577,0.000781033,0.000781033,0.000781033
32,597.454,1.19281,0.708,1.17058,0.52314,0.60362,0.52082,0.29995,1.52332,4.55456,1.28354,0.000770034,0.000770034,0.000770034
33,615.684,1.22623,0.72483,1.18031,0.47889,0.51437,0.4623,0.27203,1.4429,2.18885,1.22265,0.000759035,0.000759035,0.000759035
34,634.001,1.16236,0.67918,1.14166,0.54336,0.45727,0.4734,0.29131,1.44482,2.30631,1.23716,0.000748036,0.000748036,0.000748036
35,652.512,1.22351,0.70443,1.1668,0.58555,0.49654,0.49971,0.30241,1.45858,2.22986,1.23842,0.000737037,0.000737037,0.000737037
36,671.138,1.1358,0.66895,1.14224,0.59966,0.51764,0.50338,0.29967,1.43355,2.96687,1.23439,0.000726038,0.000726038,0.000726038
37,689.569,1.1551,0.71454,1.16247,0.47636,0.59759,0.49589,0.30435,1.44039,3.41576,1.22066,0.00071504,0.00071504,0.00071504
38,708.181,1.17374,0.71412,1.1621,0.47784,0.66655,0.51271,0.29354,1.46889,4.68448,1.25579,0.000704041,0.000704041,0.000704041
39,726.603,1.17241,0.69088,1.14936,0.50946,0.55815,0.44665,0.27186,1.39271,3.40994,1.21263,0.000693042,0.000693042,0.000693042
40,744.796,1.13668,0.66962,1.14157,0.53557,0.51325,0.4821,0.2743,1.53231,1.9871,1.29224,0.000682043,0.000682043,0.000682043
41,763.156,1.14416,0.7076,1.14107,0.41715,0.65117,0.49161,0.28335,1.51728,3.71682,1.26739,0.000671044,0.000671044,0.000671044
42,781.377,1.12088,0.68354,1.1336,0.48875,0.60173,0.45956,0.27222,1.46107,4.5785,1.24701,0.000660045,0.000660045,0.000660045
43,799.488,1.09433,0.65861,1.13284,0.52535,0.53121,0.49104,0.29595,1.46117,2.78905,1.22786,0.000649046,0.000649046,0.000649046
44,817.728,1.10932,0.65071,1.12615,0.55709,0.60551,0.52506,0.30133,1.44631,3.59886,1.23704,0.000638047,0.000638047,0.000638047
45,836.01,1.14876,0.66187,1.13916,0.47102,0.58024,0.4576,0.28033,1.48306,3.94782,1.25312,0.000627048,0.000627048,0.000627048
46,854.154,1.12339,0.6444,1.13879,0.6174,0.53588,0.53107,0.31391,1.41344,3.26526,1.21744,0.000616049,0.000616049,0.000616049
47,872.751,1.09068,0.64054,1.1201,0.54109,0.58669,0.51675,0.30799,1.42497,3.58167,1.22013,0.000605051,0.000605051,0.000605051
48,890.858,1.13957,0.64168,1.12903,0.50846,0.58639,0.51091,0.2975,1.46902,3.36159,1.23882,0.000594052,0.000594052,0.000594052
49,909.625,1.14396,0.63893,1.13157,0.62791,0.54693,0.49881,0.29756,1.55056,4.03873,1.28131,0.000583053,0.000583053,0.000583053
50,928.746,1.115,0.60108,1.11418,0.55833,0.56841,0.50924,0.29345,1.50093,2.65386,1.24848,0.000572054,0.000572054,0.000572054
51,947.654,1.08153,0.59954,1.10974,0.54339,0.55469,0.46816,0.28263,1.44085,3.54098,1.23965,0.000561055,0.000561055,0.000561055
52,966.864,1.07463,0.6296,1.10982,0.54859,0.58069,0.50488,0.29927,1.42875,3.95765,1.24315,0.000550056,0.000550056,0.000550056
53,985.62,1.1128,0.63227,1.1267,0.57186,0.54004,0.48902,0.28739,1.4926,3.97126,1.25893,0.000539057,0.000539057,0.000539057
54,1004.4,1.09528,0.61182,1.11776,0.5813,0.51401,0.47996,0.29661,1.44824,3.7378,1.23529,0.000528058,0.000528058,0.000528058
55,1023.54,1.0535,0.57096,1.09607,0.64691,0.55296,0.47025,0.27242,1.45904,5.27771,1.26024,0.000517059,0.000517059,0.000517059
56,1042.77,1.09043,0.62513,1.11122,0.48775,0.5861,0.48223,0.27599,1.46648,4.21132,1.25204,0.00050606,0.00050606,0.00050606
57,1061.99,1.05348,0.59093,1.10657,0.60073,0.52559,0.52142,0.30877,1.45691,2.99921,1.24434,0.000495062,0.000495062,0.000495062
58,1081.32,1.03303,0.58584,1.08602,0.51837,0.59092,0.50289,0.3125,1.44252,3.95885,1.25245,0.000484063,0.000484063,0.000484063
59,1100.68,1.07186,0.60475,1.1073,0.57963,0.51867,0.49221,0.29552,1.46383,2.87501,1.25646,0.000473064,0.000473064,0.000473064
60,1119.61,1.06064,0.59272,1.10973,0.51591,0.60338,0.47725,0.28968,1.46383,5.04156,1.2607,0.000462065,0.000462065,0.000462065
61,1138.31,1.061,0.58184,1.09795,0.5818,0.52161,0.47399,0.30141,1.44983,3.56818,1.24348,0.000451066,0.000451066,0.000451066
62,1156.91,1.07264,0.58661,1.09141,0.68156,0.53126,0.50976,0.3051,1.39786,4.16371,1.23891,0.000440067,0.000440067,0.000440067
63,1175.17,1.02673,0.57191,1.08692,0.47903,0.5966,0.47368,0.29249,1.46219,3.63339,1.25859,0.000429068,0.000429068,0.000429068
64,1193.77,1.0294,0.58759,1.09125,0.50341,0.5615,0.48775,0.29543,1.44048,4.06093,1.25005,0.000418069,0.000418069,0.000418069
65,1218.9,1.01762,0.55978,1.08141,0.55613,0.53057,0.48674,0.29311,1.42351,3.58301,1.2362,0.00040707,0.00040707,0.00040707
66,1245.54,1.0148,0.55126,1.07449,0.6674,0.53298,0.51418,0.30826,1.45139,4.09933,1.25139,0.000396071,0.000396071,0.000396071
67,1272.42,1.05147,0.56231,1.08817,0.54436,0.55774,0.49248,0.29726,1.39829,3.11764,1.23221,0.000385073,0.000385073,0.000385073
68,1299.02,1.00199,0.55356,1.07259,0.4827,0.63593,0.51698,0.3051,1.40032,4.13807,1.22242,0.000374074,0.000374074,0.000374074
69,1326.1,1.02468,0.54793,1.08002,0.54529,0.59942,0.51558,0.30426,1.49264,3.89352,1.27727,0.000363075,0.000363075,0.000363075
70,1345.95,1.01519,0.59908,1.08867,0.46394,0.64352,0.50048,0.29475,1.44421,4.05332,1.26579,0.000352076,0.000352076,0.000352076
71,1369.45,0.99372,0.52758,1.06902,0.62166,0.54828,0.50814,0.30764,1.45599,4.124,1.26615,0.000341077,0.000341077,0.000341077
72,1389.63,1.02431,0.57354,1.07365,0.51617,0.56751,0.48433,0.2931,1.44788,3.47996,1.26423,0.000330078,0.000330078,0.000330078
73,1407.87,0.99437,0.55574,1.07114,0.59155,0.54618,0.49455,0.30157,1.43276,4.00585,1.24272,0.000319079,0.000319079,0.000319079
74,1426.02,1.00005,0.54956,1.07454,0.59584,0.5334,0.48254,0.29849,1.44618,3.94278,1.248,0.00030808,0.00030808,0.00030808
75,1444.07,0.9753,0.52739,1.06007,0.54759,0.55309,0.48988,0.30002,1.4252,3.424,1.23915,0.000297081,0.000297081,0.000297081
76,1461.93,0.97809,0.55348,1.07284,0.50975,0.59742,0.47244,0.28318,1.44171,4.70254,1.25741,0.000286083,0.000286083,0.000286083
77,1480.27,0.96369,0.51819,1.05631,0.55485,0.57607,0.48378,0.28883,1.43665,4.18006,1.26252,0.000275084,0.000275084,0.000275084
78,1498.9,0.94218,0.52183,1.05452,0.57233,0.58168,0.506,0.30438,1.43754,4.05188,1.25327,0.000264085,0.000264085,0.000264085
79,1517.61,0.96866,0.51984,1.06209,0.54137,0.59533,0.50238,0.29447,1.43869,4.26648,1.26633,0.000253086,0.000253086,0.000253086
80,1535.78,0.97336,0.55089,1.06722,0.51989,0.57632,0.49523,0.30543,1.43223,3.8935,1.24996,0.000242087,0.000242087,0.000242087
81,1553.92,0.92971,0.50466,1.05552,0.56817,0.56688,0.50162,0.30354,1.45648,4.03226,1.26451,0.000231088,0.000231088,0.000231088
82,1572.08,0.92378,0.51155,1.04789,0.56168,0.55149,0.4892,0.29819,1.44334,4.29473,1.26459,0.000220089,0.000220089,0.000220089
83,1591.55,0.93459,0.51691,1.04694,0.622,0.53049,0.51903,0.30843,1.44648,4.49597,1.26411,0.00020909,0.00020909,0.00020909
84,1610.06,0.96007,0.51325,1.04866,0.51037,0.53605,0.46552,0.28012,1.44822,3.79583,1.26819,0.000198091,0.000198091,0.000198091
85,1628.47,0.92034,0.50393,1.03995,0.54394,0.55425,0.49349,0.30183,1.43172,3.67618,1.25759,0.000187092,0.000187092,0.000187092
86,1646.78,0.91734,0.48454,1.0307,0.52909,0.56606,0.47359,0.28963,1.46634,3.74635,1.27788,0.000176094,0.000176094,0.000176094
87,1665.07,0.92142,0.50247,1.03596,0.4898,0.60173,0.48382,0.29543,1.45495,4.03187,1.26986,0.000165095,0.000165095,0.000165095
88,1683.5,0.91432,0.50314,1.03283,0.52601,0.55806,0.48358,0.29957,1.43896,3.82556,1.26648,0.000154096,0.000154096,0.000154096
89,1701.99,0.91239,0.4967,1.03717,0.56647,0.57465,0.50353,0.30872,1.49187,3.69272,1.28483,0.000143097,0.000143097,0.000143097
90,1720.18,0.92623,0.50482,1.04544,0.51602,0.60414,0.48668,0.292,1.45444,5.02948,1.27403,0.000132098,0.000132098,0.000132098
91,1772.15,0.90379,0.5053,1.05519,0.50948,0.56552,0.47234,0.28287,1.46796,4.69496,1.30071,0.000121099,0.000121099,0.000121099
92,1790.3,0.88725,0.47645,1.05767,0.49831,0.56567,0.47023,0.28182,1.46503,4.14566,1.28617,0.0001101,0.0001101,0.0001101
93,1808.43,0.86404,0.46167,1.03787,0.54251,0.59177,0.48845,0.29636,1.45973,4.32893,1.28092,9.91012e-05,9.91012e-05,9.91012e-05
94,1827.09,0.87447,0.44559,1.06954,0.52401,0.57912,0.48843,0.29461,1.4524,4.7934,1.27593,8.81023e-05,8.81023e-05,8.81023e-05
95,1844.86,0.87899,0.47821,1.04184,0.54041,0.5792,0.49892,0.30661,1.4214,4.30224,1.26334,7.71034e-05,7.71034e-05,7.71034e-05
96,1862.87,0.86387,0.42844,1.04372,0.53163,0.59219,0.50378,0.30356,1.42844,4.44084,1.26439,6.61045e-05,6.61045e-05,6.61045e-05
97,1881.59,0.8544,0.42751,1.03758,0.5227,0.60806,0.50331,0.30023,1.44544,4.05663,1.27166,5.51056e-05,5.51056e-05,5.51056e-05
98,1899.68,0.8499,0.44247,1.04516,0.53158,0.58346,0.4944,0.29487,1.4419,4.19915,1.27357,4.41067e-05,4.41067e-05,4.41067e-05
99,1917.68,0.84848,0.46388,1.0419,0.51537,0.60193,0.49714,0.2985,1.43387,4.27561,1.27154,3.31078e-05,3.31078e-05,3.31078e-05
100,1935.61,0.84466,0.42312,1.05646,0.51873,0.60994,0.4985,0.29863,1.42517,4.21143,1.2662,2.21089e-05,2.21089e-05,2.21089e-05
