epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,649.112,1.22351,0.70443,1.1668,0.2922,0.4173,0.26551,0.14115,1.73775,2.59158,1.27814,0.000737037,0.000737037,0.000737037
36,674.831,1.1358,0.66895,1.14224,0.38593,0.40043,0.26783,0.13569,1.78589,3.27342,1.3231,0.000726038,0.000726038,0.000726038
37,700.067,1.1551,0.71454,1.16247,0.29163,0.40901,0.27313,0.14157,1.81931,3.74678,1.30154,0.00071504,0.00071504,0.00071504
38,726.168,1.17374,0.71412,1.1621,0.29194,0.51488,0.29129,0.13477,1.80548,4.32412,1.32057,0.000704041,0.000704041,0.000704041
39,746.656,1.17241,0.69088,1.14936,0.26501,0.40549,0.19686,0.09583,1.77704,3.6962,1.29006,0.000693042,0.000693042,0.000693042
40,764.393,1.13668,0.66962,1.14157,0.31054,0.31583,0.2431,0.11009,1.88797,2.48064,1.37336,0.000682043,0.000682043,0.000682043
41,782.533,1.14416,0.7076,1.14107,0.22962,0.53374,0.28548,0.13199,1.8988,3.59211,1.35573,0.000671044,0.000671044,0.000671044
42,800.42,1.12088,0.68354,1.1336,0.6975,0.28041,0.2329,0.11184,1.78432,4.46166,1.31531,0.000660045,0.000660045,0.000660045
43,818.052,1.09433,0.65861,1.13284,0.30931,0.25068,0.24138,0.1274,1.84424,3.41316,1.30935,0.000649046,0.000649046,0.000649046
44,836.305,1.10932,0.65071,1.12615,0.7014,0.22861,0.25855,0.12718,1.79901,3.71395,1.29462,0.000638047,0.000638047,0.000638047
45,854.11,1.14876,0.66187,1.13916,0.54962,0.27451,0.20681,0.09718,1.84662,4.32412,1.33975,0.000627048,0.000627048,0.000627048
46,871.699,1.12339,0.6444,1.13879,0.49705,0.23062,0.2672,0.13149,1.77047,3.64354,1.29293,0.000616049,0.000616049,0.000616049
47,889.656,1.09068,0.64054,1.1201,0.71425,0.2296,0.26309,0.14076,1.74416,3.73066,1.27842,0.000605051,0.000605051,0.000605051
48,907.312,1.13957,0.64168,1.12903,0.29393,0.44146,0.27958,0.13426,1.81374,3.54903,1.32171,0.000594052,0.000594052,0.000594052
49,925.046,1.14396,0.63893,1.13157,0.33553,0.42964,0.2545,0.13316,1.9478,4.34826,1.38629,0.000583053,0.000583053,0.000583053
50,943.092,1.115,0.60108,1.11418,0.43807,0.40564,0.29498,0.14561,1.83256,3.18621,1.33045,0.000572054,0.000572054,0.000572054
51,961.707,1.08153,0.59954,1.10974,0.2528,0.44371,0.23556,0.11998,1.7678,3.96142,1.30953,0.000561055,0.000561055,0.000561055
52,979.935,1.07463,0.6296,1.10982,0.32285,0.33285,0.24641,0.13152,1.79493,4.24373,1.33341,0.000550056,0.000550056,0.000550056
53,998.728,1.1128,0.63227,1.1267,0.621,0.28875,0.23371,0.12392,1.86283,4.28097,1.33611,0.000539057,0.000539057,0.000539057
54,1017.45,1.09528,0.61182,1.11776,0.22739,0.5158,0.23195,0.12341,1.85683,4.19666,1.3348,0.000528058,0.000528058,0.000528058
55,1036.05,1.0535,0.57096,1.09607,0.4344,0.31913,0.23325,0.11779,1.76149,5.31913,1.34311,0.000517059,0.000517059,0.000517059
56,1054.26,1.09043,0.62513,1.11122,0.21019,0.57366,0.25149,0.12986,1.80143,4.37976,1.31748,0.00050606,0.00050606,0.00050606
57,1072.44,1.05348,0.59093,1.10657,0.24996,0.56734,0.28784,0.15232,1.8289,3.33369,1.32455,0.000495062,0.000495062,0.000495062
58,1090.99,1.03303,0.58584,1.08602,0.32469,0.30111,0.23774,0.12787,1.81329,4.22046,1.34738,0.000484063,0.000484063,0.000484063
59,1109.14,1.07186,0.60475,1.1073,0.26532,0.46418,0.23523,0.12609,1.81674,3.45802,1.34346,0.000473064,0.000473064,0.000473064
60,1127.67,1.06064,0.59272,1.10973,0.40857,0.27927,0.21345,0.11413,1.82568,4.89841,1.36008,0.000462065,0.000462065,0.000462065
61,1146.12,1.061,0.58184,1.09795,0.41822,0.26678,0.23269,0.13139,1.84159,3.83413,1.34771,0.000451066,0.000451066,0.000451066
62,1164.45,1.07264,0.58661,1.09141,0.45998,0.27936,0.24478,0.13094,1.73549,4.27929,1.31204,0.000440067,0.000440067,0.000440067
63,1182.59,1.02673,0.57191,1.08692,0.6232,0.2179,0.21114,0.11463,1.86241,4.1686,1.36769,0.000429068,0.000429068,0.000429068
64,1201.01,1.0294,0.58759,1.09125,0.32671,0.24436,0.22214,0.12601,1.77606,4.21019,1.3329,0.000418069,0.000418069,0.000418069
65,1219.69,1.01762,0.55978,1.08141,0.3921,0.23599,0.2485,0.12721,1.77342,3.87314,1.32788,0.00040707,0.00040707,0.00040707
66,1238.37,1.0148,0.55126,1.07449,0.44364,0.29467,0.25477,0.13019,1.76432,4.36642,1.33421,0.000396071,0.000396071,0.000396071
67,1257.12,1.05147,0.56231,1.08817,0.39178,0.2701,0.24485,0.12914,1.74788,3.66166,1.31087,0.000385073,0.000385073,0.000385073
68,1275.5,1.00199,0.55356,1.07259,0.22741,0.51107,0.26712,0.13651,1.74766,4.31769,1.30602,0.000374074,0.000374074,0.000374074
69,1293.88,1.02468,0.54793,1.08002,0.24605,0.48539,0.25369,0.12668,1.88279,4.15987,1.38829,0.000363075,0.000363075,0.000363075
70,1311.95,1.01519,0.59908,1.08867,0.65398,0.24501,0.24085,0.12583,1.78561,4.27178,1.35035,0.000352076,0.000352076,0.000352076
71,1330.16,0.99372,0.52758,1.06902,0.26231,0.45861,0.24975,0.13493,1.80131,4.29819,1.34858,0.000341077,0.000341077,0.000341077
72,1348.55,1.02431,0.57354,1.07365,0.37649,0.24105,0.23423,0.1221,1.8263,3.90919,1.36094,0.000330078,0.000330078,0.000330078
73,1367.26,0.99437,0.55574,1.07114,0.48567,0.26391,0.25386,0.13915,1.78653,4.13548,1.33067,0.000319079,0.000319079,0.000319079
74,1385.7,1.00005,0.54956,1.07454,0.46606,0.25742,0.22731,0.12761,1.79344,4.14188,1.33868,0.00030808,0.00030808,0.00030808
75,1403.5,0.9753,0.52739,1.06007,0.68919,0.24467,0.24285,0.13348,1.79876,3.86433,1.33289,0.000297081,0.000297081,0.000297081
76,1421.68,0.97809,0.55348,1.07284,0.27472,0.3882,0.23874,0.12891,1.76998,4.56382,1.334,0.000286083,0.000286083,0.000286083
77,1439.76,0.96369,0.51819,1.05631,0.42496,0.25173,0.2181,0.11486,1.8368,4.51675,1.37537,0.000275084,0.000275084,0.000275084
78,1458.04,0.94218,0.52183,1.05452,0.39795,0.27009,0.24081,0.1261,1.81282,4.2856,1.34708,0.000264085,0.000264085,0.000264085
79,1476.41,0.96866,0.51984,1.06209,0.4093,0.26431,0.25354,0.13205,1.77642,4.46779,1.3478,0.000253086,0.000253086,0.000253086
80,1494.84,0.97336,0.55089,1.06722,0.34785,0.26519,0.2267,0.12611,1.77764,4.23577,1.33524,0.000242087,0.000242087,0.000242087
81,1512.69,0.92971,0.50466,1.05552,0.63182,0.2633,0.23723,0.126,1.84267,4.36728,1.36911,0.000231088,0.000231088,0.000231088
82,1530.81,0.92378,0.51155,1.04789,0.27409,0.36323,0.23496,0.12437,1.83198,4.47982,1.3672,0.000220089,0.000220089,0.000220089
83,1549.33,0.93459,0.51691,1.04694,0.24514,0.45872,0.24898,0.13234,1.83825,4.5831,1.36108,0.00020909,0.00020909,0.00020909
84,1567.46,0.96007,0.51325,1.04866,0.33532,0.25782,0.22942,0.12722,1.81475,4.17604,1.3548,0.000198091,0.000198091,0.000198091
85,1585.95,0.92034,0.50393,1.03995,0.39952,0.2365,0.24501,0.14116,1.81643,4.01498,1.34695,0.000187092,0.000187092,0.000187092
86,1604.64,0.91734,0.48454,1.0307,0.72057,0.2406,0.22979,0.13157,1.86042,4.16999,1.3807,0.000176094,0.000176094,0.000176094
87,1623.02,0.92142,0.50247,1.03596,0.59181,0.26216,0.22917,0.12705,1.85272,4.47873,1.37584,0.000165095,0.000165095,0.000165095
88,1641.58,0.91432,0.50314,1.03283,0.61465,0.25497,0.23447,0.13253,1.84409,4.24709,1.37349,0.000154096,0.000154096,0.000154096
89,1660.14,0.91239,0.4967,1.03717,0.68709,0.23647,0.23722,0.13524,1.89759,4.17963,1.38954,0.000143097,0.000143097,0.000143097
90,1679.06,0.92623,0.50482,1.04544,0.24059,0.37016,0.22287,0.12057,1.86153,5.20434,1.38611,0.000132098,0.000132098,0.000132098
91,1734.3,0.90379,0.5053,1.05519,0.51941,0.3141,0.20997,0.11341,1.84597,4.86742,1.40816,0.000121099,0.000121099,0.000121099
92,1752.43,0.88725,0.47645,1.05767,0.59111,0.24321,0.22461,0.11636,1.84725,4.4726,1.39386,0.0001101,0.0001101,0.0001101
93,1770.29,0.86404,0.46167,1.03787,0.69295,0.24091,0.2277,0.12583,1.86003,4.68376,1.39542,9.91012e-05,9.91012e-05,9.91012e-05
94,1788.18,0.87447,0.44559,1.06954,0.25132,0.3661,0.2275,0.12607,1.84736,4.96253,1.38902,8.81023e-05,8.81023e-05,8.81023e-05
95,1806.23,0.87899,0.47821,1.04184,0.62205,0.27461,0.23855,0.13354,1.82726,4.60004,1.37217,7.71034e-05,7.71034e-05,7.71034e-05
96,1824.51,0.86387,0.42844,1.04372,0.60911,0.27914,0.23709,0.12981,1.82764,4.72619,1.37726,6.61045e-05,6.61045e-05,6.61045e-05
97,1842.58,0.8544,0.42751,1.03758,0.66469,0.27157,0.23651,0.12716,1.85465,4.44822,1.38751,5.51056e-05,5.51056e-05,5.51056e-05
98,1860.45,0.8499,0.44247,1.04516,0.63691,0.24507,0.22972,0.12356,1.85482,4.5442,1.39137,4.41067e-05,4.41067e-05,4.41067e-05
99,1878.5,0.84848,0.46388,1.0419,0.6502,0.23639,0.23085,0.12414,1.84738,4.58694,1.38821,3.31078e-05,3.31078e-05,3.31078e-05
100,1896.36,0.84466,0.42312,1.05646,0.60811,0.29334,0.23579,0.12599,1.83691,4.54167,1.38026,2.21089e-05,2.21089e-05,2.21089e-05
